"","person","speech","syllables","wordsyl","pol","readability","wc"
"7561","Bernie Sanders","And that means -- and that means radically changing the way we deal with mental health and addiction issues.",26,18,-0.471404520791032,10.335,1.44444444444444
"7562","Bernie Sanders","When somebody is addicted and seeking help, they should not have to wait three, four months in order to get that help.",28,22,-0.21320071635561,9.69454545454546,1.27272727272727
"7563","Bernie Sanders","They should be able to walk in the door tomorrow and get a variety of treatments that work for them.",27,20,0.447213595499958,7.41,1.35
"7564","Bernie Sanders","So those are some of the areas that I think we've got to move on.",18,15,0,1.77,1.2
"7565","Bernie Sanders","Look, the secretary is right.",8,5,0.447213595499958,2.736,1.6
"7566","Bernie Sanders","This is a terribly complicated issue.",12,6,-1.22474487139159,5.905,2
"7567","Bernie Sanders","There are no simple solutions.",8,5,0,4.62,1.6
"7568","Bernie Sanders","But where we have a disagreement is that I think if you look at the history of regime changes, you go back to Mossaddegh in Iran, you go back to Salvador Allende who we overthrew in Chile, you go back to overthrowing Saddam Hussein in Iraq, you go back to where we are today in Syria with a dictator named Assad.",86,61,-0.256073759865792,28.1416393442623,1.40983606557377
"7569","Bernie Sanders","The truth is it is relatively easy for a powerful nation like America to overthrow a dictator but it is very hard to predict the unintended consequences and the turmoil and the instability that follows after you overthrow that dictator.",72,40,-0.758946638440411,21.649,1.8
"7570","Bernie Sanders","So I think secretary Clinton and I have a fundamental disagreement.",21,11,-0.301511344577764,8.04818181818182,1.90909090909091
"7571","Bernie Sanders","I'm not quite the fan of regime change that I believe she is.",15,13,0,2.46076923076923,1.15384615384615
"7572","Bernie Sanders","Given the fact that she's a lot smarter than me, yes, she would.",15,13,0.277350098112615,2.82307692307692,1.15384615384615
"7573","Bernie Sanders","And let me, by the way, take this moment to congratulate Hillary Clinton, who I thought not only did an outstanding job as our first lady, but redefined what that role could be.",46,33,0.139262124764558,15.0518181818182,1.39393939393939
"7574","Bernie Sanders","So, I thank you very much for that.",9,8,0.636396103067893,-2.1225,1.125
"7575","Bernie Sanders","My wife, Jane, has been -- way back when before I knew her, a foster parent.",18,15,0,3.34,1.2
"7576","Bernie Sanders","Many, many kids came into her home and received the kind of love that they desperately needed.",25,17,0,8.1264705882353,1.47058823529412
"7577","Bernie Sanders","And she turned around many lives.",8,6,0,2.765,1.33333333333333
"7578","Bernie Sanders","She is the best parent and grandmother that I know.",13,10,0.316227766016838,2.881,1.3
"7579","Bernie Sanders","She has devoted her life, when I was mayor of the city of Burlington, actually when I first met her, we started a youth office, which started a after-school programs for kids, started a child care center, started a youth newspaper.",61,41,0,20.0926829268293,1.48780487804878
"7580","Bernie Sanders","We got the kids involved in a whole lot of issues.",13,11,-0.301511344577764,0.769090909090909,1.18181818181818
"7581","Bernie Sanders","She led that effort.",5,4,0.5,-0.59,1.25
"7582","Bernie Sanders","So I think, at a time when so many of our kids are desperately looking for constructive activity, where too many of our kids are hanging around on street corners, potentially getting into trouble, I think we need a forceful advocate for the children, for teenagers, for the little children, to deal with the dysfunctional child care system, and I think my wife would do a great job in helping me accomplish those goals.",110,74,0.139497166492583,37.0195945945946,1.48648648648649
"7583","Bernie Sanders","Well, thank you very much for hosting this debate, and let me applaud my colleagues up here.",22,17,1.11566387516713,7.29529411764706,1.29411764705882
"7584","Bernie Sanders","Because I think frankly, maybe I'm wrong, but on our worst day, I think we have a lot more to offer the American people than the right wing's extremists.",39,29,-0.371390676354104,12.7220689655172,1.3448275862069
"7585","Bernie Sanders","My father came to this country from Poland at the age of seventeen without a nickel in his pocket, which sparked my interest in the need for immigration reform because I know what it's like to be the son of an immigrant.",59,42,0.308606699924184,19.4192857142857,1.4047619047619
"7586","Bernie Sanders","We grew up in a three-and-a-half-room, rent controlled apartment in Brooklyn, New York.",20,13,0,9.70692307692308,1.53846153846154
"7587","Bernie Sanders","My mother's dream -- and she died very young, but my mother's dream for her whole life was to be able to get out of that rent-controlled apartment and own a home of her own.",42,34,-0.304255531702266,14.1329411764706,1.23529411764706
"7588","Bernie Sanders","She never lived to see that.",7,6,0,-1.16,1.16666666666667
"7589","Bernie Sanders","But what my parents did accomplish is they were able to send both of their sons to college.",23,18,0.235702260395516,6.67166666666667,1.27777777777778
"7590","Bernie Sanders","We were the first in the family.",9,7,0,-1.10857142857143,1.28571428571429
"7591","Bernie Sanders","So I know something about economic anxiety and living in a family does not have sufficient income.",31,17,-0.485071250072666,9.51176470588235,1.82352941176471
"7592","Bernie Sanders","And that is why I am pledged, if elected president of the United States, to bring about a political revolution where millions of people begin to stand up and finally say enough is enough, this great country and our government belong to all of us, not just a handful of billionaires.",79,51,0.420084025208403,25.0341176470588,1.54901960784314
"7593","Bernie Sanders","Thank you very much.",5,4,0.9,-0.59,1.25
"7594","Bernie Sanders","Thank you.",2,2,0.707106781186547,-1.59,1
"7595","Bernie Sanders","As we honor the extraordinary life of Dr.",12,8,0.707106781186547,1.99875,1.5
"7596","Bernie Sanders","Martin Luther King Jr.",5,4,0,1.765,1.25
"7597","Bernie Sanders",", it's important not only that we remember what he stood for, but that we pledge to continue his vision to transform our country.",33,23,-0.0417028828114149,11.1626086956522,1.43478260869565
"7598","Bernie Sanders","As we look out at our country today, what the American people understand is we have an economy that's rigged, that ordinary Americans are working longer hours for lower wages, forty seven million people living in poverty, and almost all of the new income and wealth going to the top one percent.",83,52,0,26.2178846153846,1.59615384615385
"7599","Bernie Sanders","And then, to make a bad situation worse, we have a corrupt campaign finance system where millionaires and billionaires are spending extraordinary amounts of money to buy elections.",49,28,-0.377964473009227,17.8021428571429,1.75
"7600","Bernie Sanders","This campaign is about a political revolution to not only elect the president, but to transform this country.",32,18,0,11.12,1.77777777777778
"7601","Bernie Sanders","Well, that's what our campaign is about.",9,7,0.377964473009227,3.60142857142857,1.28571428571429
"7602","Bernie Sanders","It is thinking big.",5,4,0,-1.7675,1.25
"7603","Bernie Sanders","It is understanding that in the wealthiest country in the history of the world, we should have health care for every man, woman, and child as a right that we should raise the minimum wage to at least $fifteen an hour; that we have got to create millions of decent- paying jobs by rebuilding our crumbling infrastructure.",78,57,0.132453235706504,28.3063157894737,1.36842105263158
"7604","Bernie Sanders","So, what my first days are about is bringing America together, to end the decline of the middle class, to tell the wealthiest people in this country that yes, they are going to start paying their fair share of taxes, and that we are going to have a government that works for all of us, and not just big campaign contributors.",82,61,0.128036879932896,28.9909836065574,1.34426229508197
"7605","Bernie Sanders","Well, I think Secretary Clinton knows that what she says is very disingenuous.",21,13,-0.221880078490092,8.25769230769231,1.61538461538462
"7606","Bernie Sanders","I have a D-minus voting record from the NRA.",12,9,0,0.863333333333333,1.33333333333333
"7607","Bernie Sanders","I was in one thousand nine hundred eighty eight, there were three candidates running for congress in the state of Vermont, I stood up to the gun lobby and came out and maintained the position that in this country we should not be selling military style assault weapons.",67,48,-0.144337567297406,24.059375,1.39583333333333
"7608","Bernie Sanders","I have supported from day one and instant background check to make certain that people who should have guns do not have guns.",29,23,0.208514414057075,10.9578260869565,1.26086956521739
"7609","Bernie Sanders","And that includes people of criminal backgrounds, people who are mentally unstable.",22,12,-0.577350269189626,12.045,1.83333333333333
"7610","Bernie Sanders","I support what President Obama is doing in terms of trying to close the gun show loop holes and I think it should be a federal crime if people act as dormant.",42,32,0,13.115625,1.3125
"7611","Bernie Sanders","We have seen in this city a horrendous tragedy of a crazed person praying with people in the coming up and shooting nine people.",34,24,-0.408248290463863,10.98,1.41666666666667
"7612","Bernie Sanders","This should not be a political issue.",11,7,0.377964473009227,2.25571428571428,1.57142857142857
"7613","Bernie Sanders","What we should be doing is working together.",12,8,0,3.765,1.5
"7614","Bernie Sanders","And by the way, as a senator from a rural state that has virtually no gun control, I believe that I am in an excellent position to bring people together to fight the sensible|",50,34,0.342997170285018,14.8255882352941,1.47058823529412
"7615","Bernie Sanders","What I have said, is that gun manufacturer's liability bill has some good provisions among other things, we've prohibited ammunition that would've killed cops who had protection on.",49,28,0,17.9703571428571,1.75
"7616","Bernie Sanders","We have child safety protection work on guns in that legislation.",17,11,0.603022689155527,7.19181818181818,1.54545454545455
"7617","Bernie Sanders","And what we also said, is a small mom and pop gun shop who sells a gun legally to somebody should not be held liable if somebody does something terrible with that gun.",45,33,0,14.0527272727273,1.36363636363636
"7618","Bernie Sanders","So what I said is, I would re-look at it.",11,10,0,-2.771,1.1
"7619","Bernie Sanders","We are going to re- look at it and I will support stronger provisions.",19,14,0.534522483824849,4.07357142857143,1.35714285714286
"7620","Bernie Sanders","Let me respond to what the secretary said.",12,8,0,2.5875,1.5
"7621","Bernie Sanders","We have a criminal justice system which is broken.",14,9,-0.666666666666667,4.52666666666667,1.55555555555556
"7622","Bernie Sanders","Who in America is satisfied that we have more people in jail than any other country on Earth, including China?",32,20,0,9.5295,1.6
"7623","Bernie Sanders","Disproportionately African American, and Latino.",17,5,0,20.634,3.4
"7624","Bernie Sanders","Who is satisfied that fifty one% of African American young people are either unemployed, or underemployed?",31,16,0,12.475,1.9375
"7625","Bernie Sanders","Who is satisfied that millions of people have police records for possessing marijuana when the CEO's of Wall Street companies who destroyed our economy have no police records.",47,28,0.188982236504614,17.2975,1.67857142857143
"7626","Bernie Sanders","We need to take a very hard look at our criminal justice system, investing in jobs, and education not in jails and incarceration.",37,23,-0.583840359359809,11.3673913043478,1.60869565217391
"7627","Bernie Sanders","Well, let me talk about polling.",8,6,0.408248290463863,1.195,1.33333333333333
"7628","Bernie Sanders","As Secretary Clinton well knows, when this campaign began she was fifty points ahead of me.",24,16,0.25,8.35375,1.5
"7629","Bernie Sanders","We were all of three percentage points.",9,7,0,3.60142857142857,1.28571428571429
"7630","Bernie Sanders","Guess what?",2,2,0,0.765000000000001,1
"7631","Bernie Sanders","In Iowa, New Hampshire, the race is very, very close.",14,10,0,2.41,1.4
"7632","Bernie Sanders","Maybe we're ahead New Hampshire.",8,5,0,6.504,1.6
"7633","Bernie Sanders","In terms of polling, guess what?",7,6,0,1.195,1.16666666666667
"7634","Bernie Sanders","We are running ahead of Secretary Clinton.",13,7,0,5.62,1.85714285714286
"7635","Bernie Sanders","In terms of taking on my taking on my good friend, Donald Trump, beating him by nineteen points in New Hampshire, thirteen points in the last national poll that we saw.",40,31,0.35921060405355,14.4293548387097,1.29032258064516
"7636","Bernie Sanders","To answer your question.",6,4,0,4.12,1.5
"7637","Bernie Sanders","When the African American community becomes familiar with my Congressional record and with our agenda, and with our views on the economy, and criminal justice -- just as the general population has become more supportive, so will the African American community, so will the Latino community.",89,45,0.119256958799989,25.9806666666667,1.97777777777778
"7638","Bernie Sanders","We have the momentum, we're on a path to a victory.",15,11,0.301511344577764,0.769090909090909,1.36363636363636
"7639","Bernie Sanders","I apologize for not hearing all of that question.",14,9,0,4.00333333333333,1.55555555555556
"7640","Bernie Sanders","Yes.",1,1,0,-6.8,1
"7641","Bernie Sanders","Absolutely.",4,1,0,26.17,4
"7642","Bernie Sanders","This is a responsibility for the U.",11,7,0,0.91,1.57142857142857
"7643","Bernie Sanders","S.",0,1,0,-16.22,0
"7644","Bernie Sanders","Justice Department to get involved.",9,5,0,9.33,1.8
"7645","Bernie Sanders","Whenever anybody in this country is killed while in police custody, it should automatically trigger a U.",31,17,-0.242535625036333,10.8970588235294,1.82352941176471
"7646","Bernie Sanders","S.",0,1,0,-16.22,0
"7647","Bernie Sanders","attorney general's investigation.",11,3,0,27.17,3.66666666666667
"7648","Bernie Sanders","Second of all, and I speak as a mayor who worked very closely and well with police officers, the vast majority of whom are honest, hard- working people trying to do a difficult job, but let us be clear.",54,39,1.40912775348477,17.1515384615385,1.38461538461538
"7649","Bernie Sanders","If a police officer breaks the law, like any public official, that officer must be held accountable.",29,17,0,9.51176470588235,1.70588235294118
"7650","Bernie Sanders","And thirdly, we have got to de-militarize our police departments so they don't look like occupying armies.",28,17,-0.235702260395516,11.1741176470588,1.64705882352941
"7651","Bernie Sanders","We've got to move toward community policing.",14,7,0,6.96571428571428,2
"7652","Bernie Sanders","And fourthly, we have got to make our police departments look like the communities they serve in their diversity.",29,19,0.229415733870562,11.1242105263158,1.52631578947368
"7653","Bernie Sanders","I agree with everything the Secretary said, but let me just add this, there is a responsibility on the part of the pharmaceutical industry and the drug companies who are producing all of these drugs and not looking at the consequence of it.",68,43,0,21.4293023255814,1.58139534883721
"7654","Bernie Sanders","And second of all, when we talk about addiction being a disease, the Secretary is right, what that means is we need a revolution in this country in terms of mental health treatment.",48,33,0.174077655955698,15.7654545454545,1.45454545454545
"7655","Bernie Sanders","People should be able to get the treatment that they need when they need it, not two months from now, which is why I believe in universal healthcare with mental health a part of that.",44,35,0,15.7174285714286,1.25714285714286
"7656","Bernie Sanders","OK.",1,1,0,-11.51,1
"7657","Bernie Sanders","Secretary -- Secretary Clinton didn't answer your question.",16,7,0,15.04,2.28571428571429
"7658","Bernie Sanders","Because what her campaign was saying -- Bernie Sanders, who has fought for universal health care for my entire life, he wants to end Medicare, end Medicaid, end the children's health insurance program.",48,32,0,18.414375,1.5
"7659","Bernie Sanders","That is nonsense.",4,3,-0.577350269189626,2.05,1.33333333333333
"7660","Bernie Sanders","What a Medicare-for-all program does is finally provide in this country health care for every man, woman and child as a right.",34,22,0.204124145231932,11.1931818181818,1.54545454545455
"7661","Bernie Sanders","Now, the truth is, that Frank Delano Roosevelt, Harry Truman, do you know what they believed in?",24,17,0,7.84941176470588,1.41176470588235
"7662","Bernie Sanders","They believed that health care should be available to all of our people.",18,13,0.277350098112615,6.44615384615384,1.38461538461538
"7663","Bernie Sanders","I'm on the committee that wrote the Affordable Care Act.",15,10,0.316227766016838,5.236,1.5
"7664","Bernie Sanders","I made the Affordable Care Act along with Jim Clyburn a better piece of legislation.",24,15,0.516397779494322,7.736,1.6
"7665","Bernie Sanders","I voted for it, but right now, what we have to deal with is the fact that twenty nine million people still have no health insurance.",32,26,0.196116135138184,10.41,1.23076923076923
"7666","Bernie Sanders","We are paying the highest prices in the world for prescription drugs, getting ripped off.",19,15,-0.258198889747161,8.992,1.26666666666667
"7667","Bernie Sanders","And here's the important point, we are spending far more per person on health care than the people of any other country.",30,22,0.21320071635561,10.3368181818182,1.36363636363636
"7668","Bernie Sanders","My proposal, provide health care to all people, get private insurance out of health insurance, lower the cost of health care for middle class families by five thousand bucks.",43,29,0,16.1327586206896,1.48275862068966
"7669","Bernie Sanders","That's the vision we need to take.",8,7,0,0.237142857142857,1.14285714285714
"7670","Bernie Sanders","It is -- it is absolutely inaccurate.",12,6,-0.408248290463863,3.55,2
"7671","Bernie Sanders","No one is tearing this up, we're going to go forward.",14,11,0,1.62545454545455,1.27272727272727
"7672","Bernie Sanders","But with the secretary neglected to mention, not just the twenty nine million still have no health insurance, that even more are underinsured with huge copayments and deductibles.",47,28,-0.188982236504614,17.6339285714286,1.67857142857143
"7673","Bernie Sanders","Tell me why we are spending almost three times more than the British, who guarantee health care to all of their people?",28,22,0,10.1227272727273,1.27272727272727
"7674","Bernie Sanders","Fifty percent more than the French, more than the Canadians.",15,10,0,6.649,1.5
"7675","Bernie Sanders","The vision from FDR and Harry Truman was health care for all people as a right in a cost-effective way.",29,20,0.218217890235992,7.881,1.45
"7676","Bernie Sanders","We're not going to tear up the Affordable Care Act.",14,10,0.316227766016838,2.881,1.4
"7677","Bernie Sanders","I helped write it.",4,4,0.5,-2.945,1
"7678","Bernie Sanders","But we are going to move on top of that to a Medicaid-for- all system.",20,15,0.25,2.712,1.33333333333333
"7679","Bernie Sanders","Yeah.",1,1,0,-2.09,1
"7680","Bernie Sanders","Yes.",1,1,0,-6.8,1
"7681","Bernie Sanders","Andrea, let me just say this.",7,6,0,-1.16,1.16666666666667
"7682","Bernie Sanders","Let me just say that you might want to ask the governor of the state of Vermont why he could not do it.",26,23,0,6.45260869565217,1.1304347826087
"7683","Bernie Sanders","I'm not the governor.",6,4,0,0.587499999999999,1.5
"7684","Bernie Sanders","I'm the senator from the state of Vermont.",11,8,0,2.5875,1.375
"7685","Bernie Sanders","But second of all -- second of all here is what the real point is, in terms of all of the issues you've raised -- the good questions you've raised.",33,28,0,11.41,1.17857142857143
"7686","Bernie Sanders","You know what it all comes down to?",8,8,0,-1.53375,1
"7687","Bernie Sanders","Do you know why we can't do what every other country -- major country on Earth is doing?",23,17,0,5.91,1.35294117647059
"7688","Bernie Sanders","It's because we have a campaign finance system that is corrupt, we have super PACs, we have the pharmaceutical industry pouring hundreds of millions of dollars into campaign contributions and lobbying, and the private insurance companies as well.",65,38,0.162221421130763,22.9792105263158,1.71052631578947
"7689","Bernie Sanders","What this is really about is not the rational way to go forward -- it's Medicare for all -- it is whether we have the guts to stand up to the private insurance companies and all of their money, and the pharmaceutical industry.",61,41,-0.156173761888606,19.5182926829268,1.48780487804878
"7690","Bernie Sanders","That's what this debate should be about.",9,7,0,4.27428571428571,1.28571428571429
"7691","Bernie Sanders","A couple of years ago, when we understood that veterans were not getting the quality care they needed in the timely manner, I worked with folks like John McCain and others to pass the most comprehensive veteran's health care legislation in modern history.",67,43,0.762492851663023,23.0723255813953,1.55813953488372
"7692","Bernie Sanders","But let me rephrase your question because I think, in all do respect, you're expression.",21,15,0.258198889747161,8.364,1.4
"7693","Bernie Sanders","In all do respect, you're missing the main point.",11,9,0.333333333333333,3.48,1.22222222222222
"7694","Bernie Sanders","And the main point in the Congress, it's not the Republicans and Democrats hate each other.",23,16,-0.25,8.35375,1.4375
"7695","Bernie Sanders","That's a mythology from the media.",10,6,0,3.55,1.66666666666667
"7696","Bernie Sanders","The real issue is that Congress is owned by big money and refuses to do what the American people want them to do.",32,23,-0.583840359359809,8.5004347826087,1.39130434782609
"7697","Bernie Sanders","The real issue is that in area after area, raising the minimum wage to $fifteen bucks an hour.",29,18,-0.424264068711929,6.93333333333333,1.61111111111111
"7698","Bernie Sanders","The American people want it.",9,5,0,2.736,1.8
"7699","Bernie Sanders","Rebuilding our crumbling infrastructure, creating thirteen million jobs, the American people want it.",26,13,-0.277350098112615,16.2284615384615,2
"7700","Bernie Sanders","The pay equity for women, the American people want it.",17,10,0,3.823,1.7
"7701","Bernie Sanders","Demanding that the wealthy start paying their fair share of taxes.",15,11,0.603022689155527,7.62,1.36363636363636
"7702","Bernie Sanders","The American people want it.",9,5,0,2.736,1.8
"7703","Bernie Sanders","The point is, we have to make Congress respond to the needs of the people, not big money.",22,18,0,5.625,1.22222222222222
"7704","Bernie Sanders","I do.",2,2,0,-13.365,1
"7705","Bernie Sanders","Did I say that?",4,4,0,-6.4775,1
"7706","Bernie Sanders","Because of what I believe in what I was just saying.",13,11,0,1.62545454545455,1.18181818181818
"7707","Bernie Sanders","The Democratic party needs major reform.",12,6,0.408248290463863,8.26,2
"7708","Bernie Sanders","To those of you in South Carolina, you know what, in Mississippi, we need a fifty-state strategy so that people in South Carolina and Mississippi can get the resources that they need.",50,32,0,16.2065625,1.5625
"7709","Bernie Sanders","Instead of being dependent on super PACs, what we need is to be dependent on small, individual campaign contributors.",34,19,0.229415733870562,11.8678947368421,1.78947368421053
"7710","Bernie Sanders","We need an agenda that speaks to the needs of working families and low-income people.",23,15,0,7.736,1.53333333333333
"7711","Bernie Sanders","Not wealthy campaign contributors.",9,4,-0.5,15.895,2.25
"7712","Bernie Sanders","We need to expand what the input into the Democratic party.",18,11,0,4.62272727272727,1.63636363636364
"7713","Bernie Sanders","I am very proud that in this campaign, we have seen an enormous amount of excitement from young people, from working people.",32,22,0.767522578880198,10.9790909090909,1.45454545454545
"7714","Bernie Sanders","We have received more individual contributions than any candidate in the history of this country up to this point.",33,19,0,11.62,1.73684210526316
"7715","Bernie Sanders","And I respectfully disagree.",9,4,0,8.83,2.25
"7716","Bernie Sanders","And I respectfully disagree with my friend over here.",15,9,0,6.09666666666667,1.66666666666667
"7717","Bernie Sanders","And that is, you are right.",6,6,0.408248290463863,-2.73,1
"7718","Bernie Sanders","All of us have denounced Trump's attempts to divide this country: the anti-Latino rhetoric, the racist rhetoric, he anti-Muslim rhetoric.",38,20,-0.852802865422442,14.946,1.9
"7719","Bernie Sanders","But where I disagree with you, Governor O'Malley, is I do believe we have to deal with the fundamental issues of a handful of billionaires who control economic and political life of this country.",57,34,-0.342997170285018,17.5961764705882,1.67647058823529
"7720","Bernie Sanders","Nothing real will get happened.",8,5,0,5.562,1.6
"7721","Bernie Sanders","Unless we have a political revolution.",13,6,0,6.69,2.16666666666667
"7722","Bernie Sanders","Where millions of people finally stand up.",11,7,0,5.62,1.57142857142857
"7723","Bernie Sanders","Well, the first difference is I don't take money from big banks.",15,12,0.288675134594813,4.5875,1.25
"7724","Bernie Sanders","I don't get personal speaking fees from Goldman Sachs.",13,9,0,6.62,1.44444444444444
"7725","Bernie Sanders","What I would do is understand that when you have three out of the four largest banks today, bigger than they were when we bailed them out because they were too big to fail, when you have the six largest financial institutions having assets of sixty percent of the GDP of America, it is very clear to me what you have to do.",82,63,0.100790526135794,29.2838095238095,1.3015873015873
"7726","Bernie Sanders","You've got to bring back the twenty onest century Glass-Steagall legislation and you've got to break up these huge financial institutions.",35,21,-0.383761289440099,15.0871428571429,1.66666666666667
"7727","Bernie Sanders","They have too much economic power and they have too much financial power over our entire economy.",29,17,0,9.23470588235294,1.70588235294118
"7728","Bernie Sanders","If Teddy Roosevelt were alive today, the old Republican trust buster, what he would say is these guys are too powerful.",32,21,0.436435780471985,10.6014285714286,1.52380952380952
"7729","Bernie Sanders","Break them up.",3,3,-0.577350269189626,-2.66,1
"7730","Bernie Sanders","I believe that's what the American people to want see.",15,10,0,4.294,1.5
"7731","Bernie Sanders","That's my view.",3,3,0,-1.09,1
"7732","Bernie Sanders","Set the record right.",5,4,0.5,0.587499999999999,1.25
"7733","Bernie Sanders","In two thousand six when I ran for the Senate, Senator Barack Obama was kind enough to campaign for me, two thousand eight, I did my best to see that he was elected and in two thousand twelve, I worked as hard as I could to see that he was reelected.",66,51,0.280056016805602,22.0788235294118,1.29411764705882
"7734","Bernie Sanders","He and I are friends.",5,5,0,-3.858,1
"7735","Bernie Sanders","We've worked together on many issues.",11,6,0,5.905,1.83333333333333
"7736","Bernie Sanders","We have some differences of opinion.",10,6,0,5.12,1.66666666666667
"7737","Bernie Sanders","But here is the issue, Secretary touched on it, can you really reform Wall Street when they are spending millions and millions of dollars on campaign contributions and when they are providing speaker fees to individuals?",57,36,0,20.3816666666667,1.58333333333333
"7738","Bernie Sanders","So it's easy to say, well, I'm going to do this and do that, but I have doubts when people receive huge amounts of money from Wall Street.",34,28,0.188982236504614,10.5689285714286,1.21428571428571
"7739","Bernie Sanders","I am very proud, I do not have a super PAC.",13,11,0.241209075662211,-2.65636363636364,1.18181818181818
"7740","Bernie Sanders","I do not want Wall Street's money.",8,7,0,0.237142857142857,1.14285714285714
"7741","Bernie Sanders","I'll rely on the middle class and working families campaign contributions.",20,11,0,11.0454545454545,1.81818181818182
"7742","Bernie Sanders","Let me give you an example of how corrupt -- how corrupt this system is.",19,14,-0.534522483824849,4.07357142857143,1.35714285714286
"7743","Bernie Sanders","Goldman Sachs recently fined $five billion.",10,6,0,9.83,1.66666666666667
"7744","Bernie Sanders","Goldman Sachs has given this country two secretaries of treasury, one on the Republicans, one under Democrats.",31,17,0,12.2823529411765,1.82352941176471
"7745","Bernie Sanders","The leader of Goldman Sachs is a billionaire who comes to Congress and tells us we should cut Social Security, Medicare, and Medicaid.",36,23,0,12.3913043478261,1.56521739130435
"7746","Bernie Sanders","Secretary Clinton -- and you're not the only one, so I don't mean to just point the finger at you, you've received over $six hundred thousand in speaking fees from Goldman Sachs in one year.",46,34,0,16.3494117647059,1.35294117647059
"7747","Bernie Sanders","I find it very strange that a major financial institution that pays $five billion in fines for breaking the law, not one of their executives is prosecuted, while kids who smoke marijuana get a jail sentence.",55,36,-0.633333333333333,18.55,1.52777777777778
"7748","Bernie Sanders","Anyone who wants to check my record in taking on Wall Street, in fighting against the deregulation of Wall Street when Wall Street put billions of dollars in lobbying, in campaign contributions to get the government off their backs.",58,39,0,21.1369230769231,1.48717948717949
"7749","Bernie Sanders","They got the government off their backs.",9,7,0,4.27428571428571,1.28571428571429
"7750","Bernie Sanders","Turns out that they were crooks, and they destroyed our economy.",15,11,-0.301511344577764,6.33545454545455,1.36363636363636
"7751","Bernie Sanders","I think it's time to put the government back on their backs.",14,12,0,3.41,1.16666666666667
"7752","Bernie Sanders","Good.",1,1,1,-2.09,1
"7753","Bernie Sanders","You're right.",2,2,0.707106781186547,5.475,1
"7754","Bernie Sanders","I want to rebuild our crumbling infrastructure, create thirteen million jobs.",19,11,-0.301511344577764,11.9018181818182,1.72727272727273
"7755","Bernie Sanders","We do that by doing away with the absurd loophole that now allows major profitable corporations to stash their money in the Cayman Islands, and not in some years, pay a nickel in taxes.",51,34,-0.342997170285018,16.2108823529412,1.5
"7756","Bernie Sanders","Yes, I do.",3,3,0,-10.51,1
"7757","Bernie Sanders","I plead guilty.",4,3,-0.577350269189626,-1.09,1.33333333333333
"7758","Bernie Sanders","I want every kid in this country who has the ability to be able to go to a public college, or university, tuition free.",38,24,0.204124145231932,8.82125,1.58333333333333
"7759","Bernie Sanders","And, by the way, I want to substantially lower student debt interest rates in this country as well.",26,18,0,8.24166666666667,1.44444444444444
"7760","Bernie Sanders","How do I pay for it?",6,6,0,-7.44,1
"7761","Bernie Sanders","I pay for it through a tax on Wall Street speculation.",14,11,0,2.48181818181818,1.27272727272727
"7762","Bernie Sanders","This country, and the middle class, bailed out Wall Street.",12,10,0,5.707,1.2
"7763","Bernie Sanders","Now, it is Wall Street's time to help the middle class.",12,11,0,2.48181818181818,1.09090909090909
"7764","Bernie Sanders","In fact we have documented, unlike Secretary Clinton, I have documented exactly how I would pay for our ambitious agenda.",37,20,0.223606797749979,11.8845,1.85
"7765","Bernie Sanders","What is correct, and I'm disappointed that Secretary Clinton's campaign has made this criticism.",26,14,-0.267261241912424,12.8207142857143,1.85714285714286
"7766","Bernie Sanders","It's a Republican criticism.",10,4,-0.5,8.83,2.5
"7767","Bernie Sanders","Secretary Clinton does know a lot about healthcare, and she understands, I believe, that a medicare for all, single payer program will substantially lower the cost of healthcare for middle class families.",54,32,0,19.2975,1.6875
"7768","Bernie Sanders","So, what we have got to acknowledge, and I hope the Secretary does, is we are doing away with private health insurance premiums.",35,23,0,10.9578260869565,1.52173913043478
"7769","Bernie Sanders","So, if I save you $ten thousand in private health insurance, and you pay a little bit more in taxes in total, there are huge savings in what your family is spending.",43,32,0.318198051533946,13.5571875,1.34375
"7770","Bernie Sanders","I was mayor for eight years, I did that as well.",12,11,0.301511344577764,-0.515454545454546,1.09090909090909
"7771","Bernie Sanders","I think we already are.",7,5,0,-1.974,1.4
"7772","Bernie Sanders","Younger generation understands it instinctively.",14,5,0,21.576,2.8
"7773","Bernie Sanders","I was home in Burlington, Vermont, on Christmas Eve, the temperature was sixty five degrees.",23,15,0,9.306,1.53333333333333
"7774","Bernie Sanders","People in Vermont know what's going on.",10,7,0,3.60142857142857,1.42857142857143
"7775","Bernie Sanders","People who did ice fishing, where their ice is no longer there on the lake understand what's going on.",25,19,0,8.39736842105263,1.31578947368421
"7776","Bernie Sanders","I'm on both the Environmental and Energy Committees.",16,8,0,8.475,2
"7777","Bernie Sanders","The debate is over.",6,4,0,-1.7675,1.5
"7778","Bernie Sanders","Climate change is real.",6,4,0,2.9425,1.5
"7779","Bernie Sanders","It is already causing major problems.",11,6,-0.408248290463863,5.905,1.83333333333333
"7780","Bernie Sanders","And if we do not act boldly and decisively, a bad situation will become worse.",23,15,-0.516397779494322,5.538,1.53333333333333
"7781","Bernie Sanders","It is amazing to me, and I think we'll have agreement on this up here, that we have a major party, called the Republican Party that is so owned by the fossil fuel industry and their campaign contributions that they don't even have the courage, the decency to listen to the scientists.",77,52,0.138675049056307,25.2215384615385,1.48076923076923
